"Test Information",Value
"RUN ID",488
"END EXECUTION TIME","2021-05-07 10:53:13"
"SOURCE PROBE NAME",raspberrypi-AAS
"SOURCE PROBE TEST IP ADDRESS",raspberrypi-AAS
"SOURCE PROBE MANAGEMENT IP ADDRESS",raspberrypi-AAS
"SOURCE PROBE GROUP",Administrators
"DESTINATION PROBE NAME",raspberrypi-5G
"DESTINATION PROBE TEST IP ADDRESS",raspberrypi-5G
"DESTINATION PROBE MANAGEMENT IP ADDRESS",raspberrypi-5G
"DESTINATION PROBE GROUP",Administrators
"DESTINATION PROBE LOCATION",
"TEST MODULE",MESH
"TEST TYPE","Network KPI"
"TEST ADDITIONAL INFORMATION"," DSCP Setting: Best Effort"
"TEST DURATION",120
"TEST STATUS",Failed
"FAIL OR ERROR REASON"," Threshold failed on KPI from->to Max Delay Variation (ms) 
"

Metric,"Pair Name",Value,"Threshold Type",Threshold,"Status KPI"
"Datagrams Out of Order","KPI from->to",0.0,0,>=,Passed
"Delay (ms)","KPI from->to",20.2,0,<=,Passed
"Jitter (ms)","KPI from->to",0.86,0,<=,Passed
"Jitter Max (ms)","KPI from->to",3.0,0,<=,Passed
Loss,"KPI from->to",0.0,0,<=,Passed
"Max Delay Variation (ms)","KPI from->to",24.0,0,<=,Failed
"Max loss burst","KPI from->to",0.0,0,<=,Passed
MOS,"KPI from->to",4.36,1,<=,Passed

Metric,"Pair Name",Timestamp,Value
"Delay (ms)","KPI from->to",2,12
"Delay (ms)","KPI from->to",4,18
"Delay (ms)","KPI from->to",6,19
"Delay (ms)","KPI from->to",8,21
"Delay (ms)","KPI from->to",10,23
"Delay (ms)","KPI from->to",12,26
"Delay (ms)","KPI from->to",14,25
"Delay (ms)","KPI from->to",16,25
"Delay (ms)","KPI from->to",18,24
"Delay (ms)","KPI from->to",20,22
"Delay (ms)","KPI from->to",22,21
"Delay (ms)","KPI from->to",24,22
"Delay (ms)","KPI from->to",26,21
"Delay (ms)","KPI from->to",28,20
"Delay (ms)","KPI from->to",30,21
"Delay (ms)","KPI from->to",32,21
"Delay (ms)","KPI from->to",34,20
"Delay (ms)","KPI from->to",36,21
"Delay (ms)","KPI from->to",38,18
"Delay (ms)","KPI from->to",40,17
"Delay (ms)","KPI from->to",42,20
"Delay (ms)","KPI from->to",44,19
"Delay (ms)","KPI from->to",46,19
"Delay (ms)","KPI from->to",48,21
"Delay (ms)","KPI from->to",50,19
"Delay (ms)","KPI from->to",52,19
"Delay (ms)","KPI from->to",54,22
"Delay (ms)","KPI from->to",56,25
"Delay (ms)","KPI from->to",58,25
"Delay (ms)","KPI from->to",60,21
"Delay (ms)","KPI from->to",62,20
"Delay (ms)","KPI from->to",64,19
"Delay (ms)","KPI from->to",66,20
"Delay (ms)","KPI from->to",68,20
"Delay (ms)","KPI from->to",70,20
